PA14_metabolic_model_genes
PA14_60710
PA14_61210
PA14_61710
PA14_62130
PA14_62940
PA14_64980
PA14_68190
PA14_70040
PA14_71560
PA14_72000
PA14_13580
PA14_71000
PA14_13590
PA14_71020
PA14_71030
PA14_13600
PA14_13610
PA14_00060
PA14_56570
PA14_31750
PA14_21910
PA14_21930
PA14_21920
PA14_21960
PA14_04250
PA14_04240
PA14_04230
PA14_04220
PA14_07860
PA14_07890
PA14_07900
PA14_07870
PA14_07850
PA14_17640
PA14_17630
PA14_17620
PA14_17610
PA14_03920
PA14_03930
PA14_03940
PA14_03950
PA14_03960
PA14_02790
PA14_17880
PA14_25090
PA14_26010
PA14_03670
PA14_03650
PA14_03680
PA14_40410
PA14_40420
PA14_40390
PA14_52810
PA14_52840
PA14_52820
PA14_68290
PA14_68260
PA14_68280
PA14_01460
PA14_49130
PA14_52790
PA14_52770
PA14_52750
PA14_52780
PA14_26240
PA14_26230
PA14_26220
PA14_26210
PA14_68060
PA14_68070
PA14_68080
PA14_68090
PA14_51360
PA14_51350
PA14_07940
PA14_08340
PA14_50520
PA14_50530
PA14_50540
PA14_50550
PA14_50560
PA14_64860
PA14_64870
PA14_64890
PA14_64900
PA14_64880
PA14_46950
PA14_46930
PA14_46920
PA14_46910
PA14_67030
PA14_67040
PA14_67050
PA14_44950
PA14_04610
PA14_61480
PA14_62440
PA14_44800
PA14_43610
PA14_13110
PA14_48600
PA14_14060
PA14_31470
PA14_09660
PA14_35940
PA14_21370
PA14_21340
PA14_39970
PA14_39960
PA14_39945
PA14_39890
PA14_39880
PA14_09480
PA14_09470
PA14_09460
PA14_09420
PA14_09410
PA14_02330
PA14_02340
PA14_34770
PA14_34780
PA14_34790
PA14_19520
PA14_19510
PA14_19500
PA14_19570
PA14_19580
PA14_34250
PA14_04550
PA14_38320
PA14_47540
PA14_60730
PA14_21160
PA14_21175
PA14_21150
PA14_21140
PA14_20400
PA14_20420
PA14_20300
PA14_20320
PA14_20330
PA14_20950
PA14_46490
PA14_25690
PA14_20670
PA14_03860
PA14_38140
PA14_72850
PA14_72690
PA14_03880
PA14_67600
PA14_17190
PA14_17120
PA14_31760
PA14_16660
PA14_13170
PA14_11030
PA14_72870
PA14_12390
PA14_62630
PA14_52800
PA14_18150
PA14_31500
PA14_65040
PA14_67630
PA14_46240
PA14_16030
PA14_66380
PA14_65840
PA14_43440
PA14_56250
PA14_54660
PA14_44970
PA14_67270
PA14_67280
PA14_67300
PA14_67310
PA14_68900
PA14_18600
PA14_68890
PA14_62000
PA14_62010
PA14_71220
PA14_70110
PA14_36690
PA14_16860
PA14_00070
PA14_43620
PA14_00120
PA14_22050
PA14_00440
PA14_00450
PA14_00640
PA14_19370
PA14_37560
PA14_01250
PA14_01580
PA14_54040
PA14_25270
PA14_53050
PA14_01910
PA14_01900
PA14_02550
PA14_02570
PA14_02580
PA14_02590
PA14_02630
PA14_02640
PA14_38630
PA14_02850
PA14_58220
PA14_03000
PA14_53070
PA14_03130
PA14_69150
PA14_03700
PA14_03770
PA14_46070
PA14_04080
PA14_04090
PA14_36200
PA14_36220
PA14_36230
PA14_05700
PA14_05790
PA14_06230
PA14_46100
PA14_67340
PA14_02070
PA14_26050
PA14_05870
PA14_68780
PA14_55770
PA14_06660
PA14_41563
PA14_69430
PA14_06720
PA14_06670
PA14_06700
PA14_06750
PA14_06830
PA14_06810
PA14_06960
PA14_45170
PA14_44210
PA14_19400
PA14_70100
PA14_60270
PA14_51040
PA14_39720
PA14_14010
PA14_36310
PA14_47850
PA14_44260
PA14_19770
PA14_67970
PA14_28180
PA14_07580
PA14_25640
PA14_07600
PA14_62570
PA14_44070
PA14_53470
PA14_15890
PA14_53220
PA14_58030
PA14_56300
PA14_71710
PA14_53010
PA14_23500
PA14_66260
PA14_52050
PA14_51430
PA14_51420
PA14_51410
PA14_51390
PA14_51270
PA14_49840
PA14_24730
PA14_49460
PA14_49470
PA14_49250
PA14_13780
PA14_13800
PA14_13830
PA14_13810
PA14_48570
PA14_15030
PA14_47720
PA14_47730
PA14_47430
PA14_47210
PA14_47190
PA14_47180
PA14_47160
PA14_47150
PA14_23170
PA14_44770
PA14_01660
PA14_43950
PA14_43940
PA14_43400
PA14_43380
PA14_43370
PA14_43110
PA14_38550
PA14_32650
PA14_24830
PA14_41920
PA14_25980
PA14_41470
PA14_44290
PA14_53970
PA14_41160
PA14_41150
PA14_41140
PA14_41130
PA14_39925
PA14_09450
PA14_39350
PA14_39330
PA14_39320
PA14_38660
PA14_38640
PA14_38460
PA14_38480
PA14_38130
PA14_38110
PA14_29110
PA14_52210
PA14_10900
PA14_36660
PA14_36345
PA14_69610
PA14_22620
PA14_35440
PA14_46970
PA14_34420
PA14_34410
PA14_34390
PA14_34370
PA14_34260
PA14_34270
PA14_34280
PA14_33650
PA14_33630
PA14_33610
PA14_33280
PA14_33560
PA14_33540
PA14_33550
PA14_33040
PA14_68870
PA14_33030
PA14_71060
PA14_33010
PA14_71460
PA14_33000
PA14_68850
PA14_32660
PA14_02900
PA14_31010
PA14_31030
PA14_31040
PA14_31990
PA14_31970
PA14_31700
PA14_30670
PA14_26400
PA14_26390
PA14_26360
PA14_24960
PA14_34350
PA14_23750
PA14_23760
PA14_23620
PA14_23090
PA14_23470
PA14_11260
PA14_67920
PA14_67880
PA14_23390
PA14_23360
PA14_69170
PA14_23210
PA14_12890
PA14_07930
PA14_67240
PA14_23010
PA14_22990
PA14_23000
PA14_22980
PA14_19630
PA14_42850
PA14_19350
PA14_35460
PA14_31800
PA14_18750
PA14_55130
PA14_67500
PA14_18610
PA14_68340
PA14_18550
PA14_18565
PA14_18500
PA14_18520
PA14_18480
PA14_18410
PA14_18450
PA14_18430
PA14_18275
PA14_18260
PA14_18250
PA14_17960
PA14_18010
PA14_45190
PA14_17270
PA14_64100
PA14_64110
PA14_23860
PA14_15780
PA14_15790
PA14_13750
PA14_13770
PA14_13620
PA14_17010
PA14_36960
PA14_12990
PA14_69850
PA14_70980
PA14_12920
PA14_12940
PA14_12960
PA14_11770
PA14_11760
PA14_11420
PA14_11510
PA14_11410
PA14_11430
PA14_10600
PA14_36080
PA14_10420
PA14_08560
PA14_10170
PA14_10180
PA14_10160
PA14_10140
PA14_10200
PA14_09550
PA14_47490
PA14_09440
PA14_39910
PA14_09150
PA14_61040
PA14_36810
PA14_56060
PA14_71530
PA14_56240
PA14_45050
PA14_56780
PA14_58000
PA14_57190
PA14_12400
PA14_57570
PA14_57560
PA14_57540
PA14_57720
PA14_57710
PA14_57770
PA14_23290
PA14_31820
PA14_58420
PA14_58440
PA14_58450
PA14_58470
PA14_58490
PA14_58550
PA14_52150
PA14_58630
PA14_41020
PA14_61470
PA14_05270
PA14_62150
PA14_62160
PA14_62480
PA14_14940
PA14_10530
PA14_38250
PA14_27500
PA14_26590
PA14_17030
PA14_62730
PA14_25580
PA14_22000
PA14_23840
PA14_60210
PA14_62930
PA14_62910
PA14_63090
PA14_33860
PA14_63990
PA14_64090
PA14_03030
PA14_64390
PA14_64350
PA14_64370
PA14_64960
PA14_56900
PA14_65250
PA14_14890
PA14_66220
PA14_66210
PA14_66820
PA14_66840
PA14_67320
PA14_67260
PA14_68360
PA14_68920
PA14_69140
PA14_66920
PA14_69795
PA14_24780
PA14_69990
PA14_65110
PA14_70830
PA14_70810
PA14_70850
PA14_70860
PA14_04320
PA14_29410
PA14_47100
PA14_60890
PA14_71500
PA14_71470
PA14_71490
PA14_71510
PA14_71600
PA14_71620
PA14_71630
PA14_38860
PA14_38850
PA14_71720
PA14_71740
PA14_71940
PA14_71960
PA14_71970
PA14_18380
PA14_72340
PA14_72510
PA14_41830
PA14_72550
PA14_72590
PA14_72580
PA14_72640
PA14_72630
PA14_72620
PA14_73260
PA14_73310
PA14_73230
PA14_73240
PA14_73300
PA14_73290
PA14_73250
PA14_73280
PA14_73320
PA14_00280
PA14_01620
PA14_01760
PA14_01830
PA14_02810
PA14_02830
PA14_02840
PA14_02990
PA14_03450
PA14_03550
PA14_03810
PA14_03830
PA14_48470
PA14_03900
PA14_04210
PA14_04310
PA14_04480
PA14_04630
PA14_04760
PA14_05080
PA14_05220
PA14_05230
PA14_05260
PA14_05310
PA14_05460
PA14_05620
PA14_05690
PA14_05770
PA14_06290
PA14_06500
PA14_06510
PA14_06570
PA14_07090
PA14_07130
PA14_07190
PA14_07230
PA14_07590
PA14_07700
PA14_07910
PA14_08350
PA14_08360
PA14_08390
PA14_08400
PA14_08630
PA14_54520
PA14_54150
PA14_53940
PA14_53480
PA14_53000
PA14_52990
PA14_52910
PA14_52870
PA14_52850
PA14_52720
PA14_52630
PA14_52610
PA14_71440
PA14_52580
PA14_52460
PA14_05200
PA14_12300
PA14_52180
PA14_52040
PA14_51980
PA14_51240
PA14_51150
PA14_51080
PA14_50800
PA14_50760
PA14_49870
PA14_49760
PA14_49380
PA14_49340
PA14_47790
PA14_47760
PA14_47690
PA14_47670
PA14_47300
PA14_47280
PA14_46320
PA14_45940
PA14_45240
PA14_45060
PA14_45000
PA14_44860
PA14_44850
PA14_44500
PA14_43920
PA14_43320
PA14_43280
PA14_42760
PA14_42740
PA14_42730
PA14_42720
PA14_42690
PA14_42230
PA14_42090
PA14_41950
PA14_41840
PA14_41820
PA14_41670
PA14_41640
PA14_41510
PA14_41400
PA14_41010
PA14_40670
PA14_39690
PA14_39590
PA14_39280
PA14_39190
PA14_39050
PA14_38690
PA14_38610
PA14_38580
PA14_38530
PA14_38510
PA14_38490
PA14_38470
PA14_38350
PA14_37965
PA14_37950
PA14_37610
PA14_37590
PA14_36840
PA14_36730
PA14_36570
PA14_36120
PA14_35530
PA14_35340
PA14_35330
PA14_34640
PA14_34630
PA14_34340
PA14_34050
PA14_33820
PA14_33700
PA14_33500
PA14_35890
PA14_33450
PA14_32270
PA14_32240
PA14_32230
PA14_32220
PA14_30750
PA14_30110
PA14_30050
PA14_29600
PA14_28650
PA14_28170
PA14_27960
PA14_26890
PA14_26530
PA14_26510
PA14_26500
PA14_26480
PA14_25920
PA14_25740
PA14_25710
PA14_25650
PA14_25530
PA14_25510
PA14_17740
PA14_25210
PA14_24640
PA14_24290
PA14_23930
PA14_23920
PA14_23880
PA14_23850
PA14_23560
PA14_23460
PA14_23410
PA14_23370
PA14_23440
unassigned
PA14_23380
PA14_23320
PA14_23280
PA14_19140
PA14_23270
PA14_23250
PA14_23220
PA14_23160
PA14_23080
PA14_22930
PA14_22910
PA14_22690
PA14_40470
PA14_22350
PA14_35920
PA14_21410
PA14_20890
PA14_20650
PA14_20560
PA14_20200
PA14_19130
PA14_19110
PA14_19100
PA14_19090
PA14_60120
PA14_19050
PA14_18970
PA14_18740
PA14_18710
PA14_18510
PA14_17980
PA14_17675
PA14_17450
PA14_17420
PA14_17340
PA14_17320
PA14_17310
PA14_17290
PA14_17220
PA14_17210
PA14_17180
PA14_17110
PA14_17080
PA14_16950
PA14_16700
PA14_16690
PA14_16090
PA14_15820
PA14_15740
PA14_15700
PA14_39750
PA14_15340
PA14_14820
PA14_14700
PA14_54880
PA14_14110
PA14_14100
PA14_13430
PA14_12490
PA14_12410
PA14_12230
PA14_12060
PA14_11860
PA14_11790
PA14_11690
PA14_11560
PA14_11550
PA14_11530
PA14_11470
PA14_11460
PA14_10790
PA14_10620
PA14_09740
PA14_09490
PA14_09220
PA14_09210
PA14_08620
PA14_55740
PA14_56340
PA14_53800
PA14_56680
PA14_57210
PA14_57260
PA14_57320
PA14_09600
PA14_57330
PA14_57340
PA14_57370
PA14_57380
PA14_57390
PA14_57410
PA14_57500
PA14_57670
PA14_57800
PA14_57810
PA14_57890
PA14_57900
PA14_58410
PA14_58700
PA14_58780
PA14_60420
PA14_60470
PA14_60700
PA14_61250
PA14_61460
PA14_61580
PA14_61660
PA14_61680
PA14_61750
PA14_61770
PA14_62120
PA14_62580
PA14_62590
PA14_62600
PA14_62620
PA14_62830
PA14_62840
PA14_62850
PA14_63080
PA14_63800
PA14_45970
PA14_64200
PA14_64220
PA14_64280
PA14_64290
PA14_64300
PA14_64310
PA14_64770
PA14_65230
PA14_65370
PA14_65480
PA14_65500
PA14_65740
PA14_65770
PA14_65960
PA14_66060
PA14_66230
PA14_66240
PA14_66250
PA14_66330
PA14_66350
PA14_66440
PA14_66550
PA14_66600
PA14_66610
PA14_66750
PA14_66900
PA14_66940
PA14_66950
PA14_67250
PA14_67350
PA14_67440
PA14_67490
PA14_67770
PA14_67890
PA14_67930
PA14_68170
PA14_68200
PA14_68210
PA14_68300
PA14_68330
PA14_68350
PA14_68370
PA14_68580
PA14_68730
PA14_68740
PA14_68770
PA14_68955
PA14_68980
PA14_69130
PA14_69240
PA14_69440
PA14_69450
PA14_69500
PA14_69570
PA14_69670
PA14_69690
PA14_69925
PA14_70240
PA14_70260
PA14_70270
PA14_70280
PA14_70370
PA14_70440
PA14_70470
PA14_70720
PA14_70730
PA14_70920
PA14_71650
PA14_71910
PA14_71920
PA14_71930
PA14_71990
PA14_72170
PA14_72280
PA14_72780
PA14_72960
PA14_73170
PA14_73220
SPONTANEOUS
PA14_33690
PA14_54910
PA14_54930
PA14_54940
PA14_24190
PA14_36330
PA14_36320
PA14_52690
PA14_52700
PA14_52660
PA14_54640
Unassigned
